100.0
76.55
78.05
77.85
77.0
77.55
77.45
77.8
77.9
77.3
76.75
78.3
97.5
97.7
97.75
97.65
98.15
97.25
98.3
97.8
98.05
97.95
97.75
98.0
98.2
97.85000000000001
98.05
97.89999999999999
97.95
98.25
98.15
97.85000000000001
98.35000000000001
98.3
98.55000000000001
98.9
98.65
98.6
98.5
98.05
98.65
99.0
98.45
98.4
98.8
97.75
98.4
98.1
