,Ventana,tiempo tot [sec],t clasificacion,Matrix GHOS,t ghos,g_h_o_s,Correct clas,Incorrect class,t mandar a stm,time stm,Frame stm,Clusters stm,analysis stm,update stm
1,1,266.8440925310133,266.81288686057087,0.0,0.0,257.0624705767841,6.882638236682396,0.0,0.0,4.844600334763527e-05,0.0,0.0,0.0,0.0
2,2,269.4087954389979,204.044418586127,0.0,0.0,256.64586476486875,5.395794689771719,0.8164228764362633,61.67278013617033,3.6599526869831607,0.0011092880158685148,0.023175956041086465,3.634898054006044,0.0007174409693107009
3,3,268.672414191009,207.62198160256958,0.0,0.0,255.96615211042808,5.630457784456667,0.7659070931840688,57.61117121292045,3.4072589809657075,0.0015512320096604526,0.02581428602570668,3.379103777988348,0.0007402420160360634
4,4,268.4189013860305,206.94325299817137,0.0,0.0,255.5578405978158,5.7422987570171244,0.7684809688362293,57.99188236083137,3.4515310379792936,0.001716272032354027,0.02295852603856474,3.4260399229824543,0.0007542850216850638
5,5,269.55566626397194,205.51863451802637,0.0,0.0,256.4035720331012,5.856164824392181,0.80016674392391,60.422755268693436,3.5818068200023845,0.0022353219683282077,0.021788301994092762,3.556839873024728,0.000882378953974694
6,6,269.80497563799145,207.30555277719395,0.0,0.0,256.5336128975614,6.075030867359601,0.7829633720684797,58.978603066236246,3.48792288597906,0.0026193290250375867,0.02342031098669395,3.4613109009806067,0.0005150370416231453
7,7,270.2617872210103,207.31932017370127,0.0,0.0,256.7142274964135,6.274223696964327,0.78935984877171,59.36509073711932,3.5440770710119978,0.0029384230147115886,0.020874656038358808,3.519480190007016,0.0007272239890880883
8,8,270.3575716589694,208.4962652180693,0.0,0.0,256.69052374828607,6.490217588841915,0.7761761352885514,58.3695295319194,3.458336292009335,0.0035097250365652144,0.02339824102818966,3.4306757770245895,0.0006972200353629887
9,9,269.9963268910069,208.50737116549863,0.0,0.0,256.20277120528044,6.631743463338353,0.770159357576631,58.00526792788878,3.4504157910123467,0.0036571850068867207,0.02536383701954037,3.420622128993273,0.0006908149807713926
10,10,270.2676347779925,207.0778501177556,0.0,0.0,256.25270267471205,6.752046343521215,0.7929865911719389,59.633831540937535,3.5225480290246196,0.003971001016907394,0.021535816020332277,3.4962864110129885,0.000689874985255301
11,11,270.6710309610353,205.92199727875413,0.0,0.0,256.27201100980164,7.006691197748296,0.8108545553986914,61.08862216369016,3.626953137048986,0.004279925022274256,0.030385249003302306,3.591378009004984,0.0006889210199005902
12,12,270.31365077896044,209.90222233068198,0.0,0.0,255.86418161634356,7.305596036196221,0.7584225154714659,56.949015826918185,3.428859231993556,0.0047585099819116294,0.025877462001517415,3.3973738739732653,0.0007977590430527925
13,13,293.3032954840455,286.0833491369267,0.0,0.0,281.4453385854722,8.816730090940837,0.08524940197821707,7.186676945828367,6.41859951429069e-05,0.0,0.0,0.0,0.0
14,14,292.21665081498213,285.57616276998306,0.0,0.0,280.19025319220964,8.999172575655393,0.07909057376673445,6.607201885955874,5.263998173177242e-05,0.0,0.0,0.0,0.0
15,15,313.13260327698663,286.16047916549724,0.0,0.0,280.4050661162473,9.20203447790118,0.07803326880093664,6.444420199783053,20.494638292992022,0.004813834966626018,0.015600171987898648,20.47339863004163,0.0007614120258949697
16,16,295.15148972399766,288.3240871120943,0.0,0.0,282.570821007248,9.518136766448151,0.08114550280151889,6.793874706840143,5.5112992413342e-05,0.0,0.0,0.0,0.0
17,17,293.54763087199535,288.22231968998676,0.0,0.0,280.7564614029252,9.752799843030516,0.06349687709007412,5.291810953174718,5.455396603792906e-05,0.0,0.0,0.0,0.0
18,18,331.52388591197086,285.1417853239691,0.0,0.0,280.1634913231246,9.822457434085663,0.09518073714571074,7.86656163202133,38.48225589602953,0.005770868971012533,0.016064367024227977,38.45960412797285,0.0007444830262102187
19,19,293.79094547603745,288.87890293012606,0.0,0.0,280.5531069333665,10.212145108904224,0.05782214505597949,4.8784539810149,0.00021731597371399403,0.0,0.0,0.0,0.0
